PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201700359369	28026100	Article		Uptake-release dynamics of the inorganic and organic carbon pool mediated by planktonic prokaryotes in the deep Mediterranean Sea		Celussi, Mauro (mcelussi@ogs.trieste.it) ; Malfatti, Francesca; Ziveri, Patrizia; Giani, Michele; Del Negro, Paola									Environmental Microbiology		2017	MAR 2017	19	3	1163-1175	1163	1175	English						Understanding the ecosystem functioning in the dark portion of the ocean is a challenge that microbial ecologists are still facing. Due to the large volume, the global deep Ocean plays a central role in the regulation of climate, possibly buffering the rise of atmospheric carbon dioxide if processes of CO2 fixation compensate for respiration. We investigated the rates of several prokaryotic activities (dissolved and particulate primary production, heterotrophic carbon production and respiration) in meso- and bathypelagic waters of the Mediterranean Sea, covering all sub-basins. Chemosynthesis was the main process for C uptake. The rates of organic C (OC) excretion (or viral-induced cell lysis) inferred from the dissolved primary production measurements were noteworthy, being comparable to particulate primary production, and possibly contributing to the formation of non-sinking particulate organic matter. Inorganic C fixation rates were significantly higher than those reported for other deep-sea systems, probably as a consequence of the persistently higher temperature of dark Mediterranean waters or to phylogenetically diverse communities involved in the process. Primary production was negatively correlated with dissolved organic carbon concentration and showed an inverse pattern to heterotrophic carbon production, indicating a niche partitioning between heterotrophs and autotrophs. In sum, the deep Mediterranean Sea harbors active autotrophic communities able to fix inorganic carbon faster than the heterotrophic carbon production rates.	Celussi, Mauro; OGS Ist Nazl Oceanog and Geofis Sperimentale, Div Oceanog, Via A Piccard 54, I-34151 Trieste, Italy		Ziveri, Patrizia/I-3856-2015	Ziveri, Patrizia/0000-0002-5576-0301; Celussi, Mauro/0000-0002-5660-6832; DEL NEGRO, Paola/0000-0003-2465-4896; GIANI, Michele/0000-0002-3306-7725	0	15		69	5	7			Biochemistry & Molecular Biology	1462-2912	1462-2920	10.1111/1462-2920.13641		Biochemistry and Molecular Biophysics	10060, Biochemistry studies - General	Microorganisms; Microorganisms; Microorganisms [01000]; [prokaryote]		carbon dioxide; (synthesis)			Mediterranean Sea; North Atlantic; Atlantic Ocean								2020-10-14	
J	BCI:BCI201700253981	27501196	Article		Enhanced viral activity and dark CO2 fixation rates under oxygen depletion: the case study of the marine Lake Rogoznica		Rastelli, Eugenio; Corinaldesi, Cinzia; Petani, Bruna; Dell'Anno, Antonio; Ciglenecki, Irena; Danovaro, Roberto (r.danovaro@univpm.it)									Environmental Microbiology		2016	DEC 2016	18	12	4511-4522	4511	4522	English						Global change is determining the expansion of marine oxygen-depleted zones, which are hot spots of microbial-driven biogeochemical processes. However, information on the functioning of the microbial assemblages and the role of viruses in such low-oxygen systems remains largely unknown. Here, we used the marine Rogoznica Lake as a natural model to investigate the possible consequences of oxygen depletion on virus-prokaryote interactions and prokaryotic metabolism in pelagic and benthic ecosystems. We found higher bacterial and archaeal abundances in oxygen-depleted than in oxic conditions, associated with higher heterotrophic carbon production, enzymatic activities and dark inorganic carbon fixation ( DCF) rates. The oxygen-depleted systems were also characterized by higher viral abundance, production and virus-induced prokaryotic mortality. The highest DCF relative contribution to the whole total C production (>30%) was found in oxygen-depleted systems, at the highest virus-induced prokaryotic mortality values (>90%). Our results suggest that the higher rates of viral lysis in oxygen-depleted conditions can significantly enhance DCF by accelerating heterotrophic processes, organic matter cycling, and hence the supply of inorganic reduced compounds fuelling chemosynthesis. These findings suggest that the expansion of low-oxygen zones can trigger higher viral impacts on prokaryotic heterotrophic and chemoautotrophic metabolism, with cascading effects, neglected so far, on biogeochemical processes.	Rastelli, Eugenio; Danovaro, Roberto; Polytech Univ Marche, Dept Life and Environm Sci, I-60131 Ancona, Italy				2	18		70	6	7			Biochemistry & Molecular Biology; Life Sciences & Biomedicine - Other Topics; Meteorology & Atmospheric Sciences; Marine & Freshwater Biology; Environmental Sciences & Ecology	1462-2912	1462-2920	10.1111/1462-2920.13484		Biochemistry and Molecular Biophysics; Biogeography (Population Studies); Climatology (Environmental Sciences); Marine Ecology (Ecology, Environmental Sciences)	07502, Ecology: environmental biology - General and methods; 07504, Ecology: environmental biology - Bioclimatology and biometeorology; 07512, Ecology: environmental biology - Oceanography; 10060, Biochemistry studies - General; 31000, Physiology and biochemistry of bacteria	Bacteria, Microorganisms; Archaeobacteria, Bacteria, Microorganisms; Archaeobacteria [09400]; [archaea]/Microorganisms; Bacteria, Eubacteria, Microorganisms; Bacteria [05000]; [bacteria]		carbon dioxide/oxygen			Lake Rogoznica; Europe; Palearctic region				species abundance, global change, enzymatic activit,y				2020-10-14	
J	BCI:BCI201600736684	27578274	Article		Conservation of the C-type lectin fold for accommodating massive sequence variation in archaeal diversity-generating retroelements		Handa, Sumit; Paul, Blair G.; Miller, Jeffery F.; Valentine, David L.; Ghosh, Partho (pghosh@ucsd.edu)									BMC Structural Biology		2016	AUG 31 2016	16		Article No.: 13	13		English						Background: Diversity-generating retroelements (DGRs) provide organisms with a unique means for adaptation to a dynamic environment through massive protein sequence variation. The potential scope of this variation exceeds that of the vertebrate adaptive immune system. DGRs were known to exist only in viruses and bacteria until their recent discovery in archaea belonging to the 'microbial dark matter', specifically in organisms closely related to Nanoarchaeota. However, Nanoarchaeota DGR variable proteins were unassignable to known protein folds and apparently unrelated to characterized DGR variable proteins.Results: To address the issue of how Nanoarchaeota DGR variable proteins accommodate massive sequence variation, we determined the 2.52 resolution limit crystal structure of one such prein, AvpA, which revealed a C- type lectin (CLec)- fold that organizes a putative ligand-binding site that is capable of accommodating 1013 sequences. This fold is surprisingly reminiscent of the CLec- folds of viral and bacterial DGR variable protein, but differs sufficiently to define a new CLec- fold subclass, which is consistent with early divergence between bacterial and archaeal DGRs.The structure also enabled identification of a group of AvpA- like proteins in multiple putative DGRs from uncultivated archaea. These variable proteins may aid Nanoarchaeota and these uncultivated archaea in symbiotic relationships.Conclusions: Our results have uncovered the widespread conservation of the CLec-fold in viruses, bacteria, and archaea for accommodating massive sequence variation. In addition, to our knowledge, this is the first report of an archaeal CLec- fold protein.	Ghosh, Partho; Univ Calif San Diego, Dept Chem and Biochem, La Jolla, CA 92093 USA			Paul, Blair/0000-0002-5738-5568; Ghosh, Partho/0000-0003-0254-5218	1	10		33	7	7			Genetics & Heredity; Evolutionary Biology	1472-6807		10.1186/s12900-016-0064-6		Molecular Genetics (Biochemistry and Molecular Biophysics); Evolution and Adaptation	01500, Evolution; 03502, Genetics - General; 10062, Biochemistry studies - Nucleic acids, purines and pyrimidines; 31000, Physiology and biochemistry of bacteria; 31500, Genetics of bacteria and viruses; 33502, Virology - General and methods	Bacteria, Microorganisms; Archaeobacteria, Bacteria, Microorganisms; Archaeobacteria [09400]; [Nanoarchaeota]/Microorganisms; Bacteria, Eubacteria, Microorganisms; Bacteria [05000]; [bacteria]/Microorganisms; Microorganisms, Viruses; Viruses [03000]; [Virus]		genes/retroelements/C-type lectin/AvpA							massive sequence variation	Green Published, Other Gold			2020-10-14	
J	BCI:BCI201600696106	27338950	Article	Literature Review	Marine phage genomics: the tip of the iceberg		Sepulveda, Blanca Perez; Redgwell, Tamsin; Rihtman, Branko; Pitt, Frances; Scanlan, David J.; Millard, Andrew (a.d.millard@warwick.ac.uk)									FEMS Microbiology Letters		2016	AUG 2016	363	15	Article No.: fnw158	fnw158		English						Marine viruses are the most abundant biological entity in the oceans, the majority of which infect bacteria and are known as bacteriophages. Yet, the bulk of bacteriophages form part of the vast uncultured dark matter of the microbial biosphere. In spite of the paucity of cultured marine bacteriophages, it is known that marine bacteriophages have major impacts on microbial population structure and the biogeochemical cycling of key elements. Despite the ecological relevance of marine bacteriophages, there are relatively few isolates with complete genome sequences. This minireview focuses on knowledge gathered from these genomes put in the context of viral metagenomic data and highlights key advances in the field, particularly focusing on genome structure and auxiliary metabolic genes.	Millard, Andrew; Univ Warwick, Warwick Med Sch, Gibbet Hill Rd, Coventry CV4 7AL, W Midlands, UK		Scanlan, David J/G-4080-2016; Perez-Sepulveda, Blanca/R-9410-2017	Scanlan, David J/0000-0003-3093-4245; Perez-Sepulveda, Blanca/0000-0002-2891-4010; Redgwell, Tamsin/0000-0001-5835-2699; Rihtman, Branko/0000-0002-3226-5500	0	39		80	15	22			Genetics & Heredity	0378-1097	1574-6968	10.1093/femsle/fnw158		Molecular Genetics (Biochemistry and Molecular Biophysics)	03502, Genetics - General; 31000, Physiology and biochemistry of bacteria; 31500, Genetics of bacteria and viruses; 33502, Virology - General and methods	Microorganisms; Bacteria, Eubacteria, Microorganisms; Bacteria [05000]; [bacteria]/Microorganisms; Microorganisms, Viruses; Viruses [03000]; [marine bacteriophage]		element/auxiliary metabolic genes							complete genome sequence, biogeochemical cycling, genome structure, microbial biosphere, iceberg	Green Published, Other Gold			2020-10-14	
J	BCI:BCI201600394547	27065984	Article		MG-Digger: An Automated Pipeline to Search for Giant Virus-Related Sequences in Metagenomes		Verneau, Jonathan; Levasseur, Anthony (anthony.levasseur@univ-amu.fr) ; Raoult, Didier; La Scola, Bernard; Colson, Philippe (philippe.colson@univ-amu.fr)									Frontiers in Microbiology		2016	MAR 31 2016	7		Article No.: 428	428		English						The number of metagenomic studies conducted each year is growing dramatically. Storage and analysis of such big data is difficult and time-consuming. Interestingly, analysis shows that environmental and human metagenomes include a significant amount of non-annotated sequences, representing a 'dark matter.' We established a bioinformatics pipeline that automatically detects metagenome reads matching query sequences from a given set and applied this tool to the detection of sequences matching large and giant DNA viral members of the proposed order Megavirales or virophages. A total of 1,045 environmental and human metagenomes (approximate to Terabase) were collected, processed, and stored on our bioinformatics server. In addition, nucleotide and protein sequences from 93 Megavirales representatives, including 19 giant viruses of amoeba, and 5 virophages, were collected. The pipeline was generated by scripts written in Python language and entitled MG-Digger. Metagenomes previously found to contain megavirus-like sequences were tested as controls. MG-Digger was able to annotate 100s of metagenome sequences as best matching those of giant viruses. These sequences were most often found to be similar to phycodnavirus or mimivirus sequences, but included reads related to recently available pandoraviruses, Pithovirus sibericum, and faustoviruses. Compared to other tools, MG-Digger combined stand-alone use on Linux or Windows operating systems through a user-friendly interface, implementation of ready-to-use customized metagenome databases and query sequence databases, adjustable parameters for BLAST searches, and creation of output files containing selected reads with best match identification. Compared to Metavir 2, a reference tool in viral metagenome analysis. MG-Digger detected 8% more true positive Megavirales-related reads in a control metagenome. The present work shows that massive, automated and recurrent analyses of metagenomes are effective in improving knowledge about the presence and prevalence of giant viruses in the environment and the human body.	Verneau, Jonathan; Levasseur, Anthony; Colson, Philippe; Aix Marseille Univ, CNRS 7278, URMITE UM 63, IRD 198,INSERM,U1095, Marseille, France		LA SCOLA, Bernard/P-6477-2016; Colson, Philippe/P-6355-2014	LA SCOLA, Bernard/0000-0001-8006-7704; Colson, Philippe/0000-0001-6285-0308; Levasseur, Anthony/0000-0003-2989-7539; raoult, didier/0000-0002-0633-5974	0	10		46	15	16			Mathematical & Computational Biology; Genetics & Heredity	1664-302X	1664-302X	10.3389/fmicb.2016.00428		Computer Applications (Computational Biology); Molecular Genetics (Biochemistry and Molecular Biophysics)	00530, General biology - Information, documentation, retrieval and computer applications; 03502, Genetics - General; 03506, Genetics - Animal; 03508, Genetics - Human; 10062, Biochemistry studies - Nucleic acids, purines and pyrimidines; 31500, Genetics of bacteria and viruses; 33502, Virology - General and methods; 64002, Invertebrata: comparative, experimental morphology, physiology and pathology - Protozoa	Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human]/Protozoa, Invertebrata, Animalia; Animals, Invertebrates, Microorganisms, Protozoans; Sarcodina [35300]; [amoeba]/Microorganisms; Microorganisms, Viruses; Viruses [03000]; [Megavirales] [Pithovirus sibericum] [faustovirus]		DNA							BLAST search, metagenomic study, bioinformatics pipeline, Python language, query database	DOAJ Gold, Green Published			2020-10-14	
J	BCI:BCI201800484941		Meeting	Meeting Abstract	Computational approaches to identifying biological dark matter, exemplified by "hidden genes in HIV-1 and Ebola		Taylor, Ethan (ethanwilltaylor@gmail.com) ; Premadasa, Lakmini; Morgan, Mary; Ruzicka, Jan									Abstracts of Papers American Chemical Society		2016	MAR 13 2016	251		185	185		English		251st National Meeting and Exposition of the American-Chemical-Society (ACS)	San Diego, CA, USA	March 13 -17, 2016	Amer Chem Soc		Taylor, Ethan; UNCG, Greensboro, NC USA				0	0		0	0	0			Immunology; Infectious Diseases; Nutrition & Dietetics; Genetics & Heredity; Hematology; Mathematical & Computational Biology	0065-7727				Clinical Immunology (Human Medicine, Medical Sciences); Infection; Nutrition; Molecular Genetics (Biochemistry and Molecular Biophysics); Hematology (Human Medicine, Medical Sciences); Computational Biology	00520, General biology - Symposia, transactions and proceedings; 03502, Genetics - General; 03508, Genetics - Human; 04500, Mathematical biology and statistical methods; 10062, Biochemistry studies - Nucleic acids, purines and pyrimidines; 10064, Biochemistry studies - Proteins, peptides and amino acids; 10069, Biochemistry studies - Minerals; 13202, Nutrition - General studies, nutritional status and methods; 15006, Blood - Blood, lymphatic and reticuloendothelial pathologies; 31500, Genetics of bacteria and viruses; 33502, Virology - General and methods; 34508, Immunology - Immunopathology, tissue immunology; 36006, Medical and clinical microbiology - Virology	Negative Sense ssRNA Viruses, Viruses, Microorganisms; Microorganisms, Negative Sense Single-Stranded RNA Viruses, Viruses; Filoviridae [03502]; [Ebola virus; (pathogen)]/Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human; (host)]/DNA and RNA Reverse Transcribing Viruses, Viruses, Microorganisms; DNA and RNA Reverse Transcribing Viruses, Microorganisms, Viruses; Retroviridae [03305]; [HIV-1; Human immunodeficiency virus 1; (pathogen)]	Human immunodeficiency virus infection; HIV infection; viral disease, immune system disease; mortality/acquired immunodeficiency syndrome; AIDS; Acquired Immunodeficiency Syndrome (MeSH); blood and lymphatic disease, immune system disease, viral disease; mortality	DNA/RNA/selenocysteine/selenium; (nutrient)/mRNA/selenoprotein/UGA codon					in vitro assay; laboratory techniques/computational approach; mathematical and computer techniques		protein synthesis, acid rain, food chain, genomic sequence data, protein extension, antisense interaction, biological dark matter				2020-10-14	
J	BCI:BCI201600326078	26884177	Article		Illuminating structural proteins in viral "dark matter" with metaproteomics		Brum, Jennifer R.; Ignacio-Espinoza, J. Cesar; Kim, Eun-Hae; Trubl, Gareth; Jones, Robert M.; Roux, Simon; VerBerkmoes, Nathan C.; Rich, Virginia I. (virginia.isabel.rich@gmail.com) ; Sullivan, Matthew B. (mbsulli@gmail.com)									Proceedings of the National Academy of Sciences of the United States of America		2016	MAR 1 2016	113	9	2436-2441	2436	2441	English						Viruses are ecologically important, yet environmental virology is limited by dominance of unannotated genomic sequences representing taxonomic and functional "viral dark matter." Although recent analytical advances are rapidly improving taxonomic annotations, identifying functional darkmatter remains problematic. Here, we apply paired metaproteomics and dsDNA-targeted metagenomics to identify 1,875 virion-associated proteins from the ocean. Over one-half of these proteins were newly functionally annotated and represent abundant and widespread viral metagenome-derived protein clusters (PCs). One primarily unannotated PC dominated the dataset, but structural modeling and genomic context identified this PC as a previously unidentified capsid protein from multiple uncultivated tailed virus families. Furthermore, four of the five most abundant PCs in the metaproteome represent capsid proteins containing the HK97-like protein fold previously found in many viruses that infect all three domains of life. The dominance of these proteins within our dataset, as well as their global distribution throughout the world's oceans and seas, supports prior hypotheses that this HK97-like protein fold is the most abundant biological structure on Earth. Together, these culture-independent analyses improve virion-associated protein annotations, facilitate the investigation of proteins within natural viral communities, and offer a high-throughput means of illuminating functional viral dark matter.	Brum, Jennifer R.; Rich, Virginia I.; Sullivan, Matthew B.; Univ Arizona, Dept Ecol and Evolutionary Biol, Tucson, AZ 85721 USA		Sullivan, Matthew B/H-3256-2011; Trubl, Gareth/L-7977-2019	Sullivan, Matthew B/0000-0003-4040-9831; Trubl, Gareth/0000-0001-5008-1476; Roux, Simon/0000-0002-5831-5895; Ignacio Espinoza, J. Cesar/0000-0001-9303-7504	1	32		63	28	28			Biochemistry & Molecular Biology	0027-8424		10.1073/pnas.1525139113		Biochemistry and Molecular Biophysics	10060, Biochemistry studies - General; 33502, Virology - General and methods	Microorganisms; Microorganisms, Viruses; Viruses [03000]; [Virus; (pathogen)]		dsDNA/HK97-like capsid protein; (virion protein, dark matter)					metagenomic analysis; laboratory techniques, genetic techniques			Green Published, Other Gold			2020-10-14	
B	BCI:BCI201700004216		Book Chapter		Non-coding RNAs		Zanders, Edward D.		Zanders, ED							Human Drug Targets: A Compendium for Pharmaceutical Discovery		2016				437-445	437	445	English						Most of the entries in this book relate to proteins translated from nuclear and mitochondrial messenger RNA. The bulk of nuclear RNA however is non-coding ('dark matter RNA', as described in one publication [1]). This may just have been an interesting aspect of genetic regulation with little consequence for pharmaceutical research were it not for the fact that some non-coding RNAs are involved in disease pathogenesis and are potential drug targets (e.g. Refs [2-4]). This chapter lists annotated entries taken from the long non-coding RNA (lncRNA) and microRNAs (miRNAs). Both entries represent a small proportion of total lnc and miRNAs listed by the HGNC, 0.7 and 8%, respectively. MRX34 is a mimic of microRNA 34a undergoing phase I clinical trials at the time of writing [5]. It is the only drug candidate listed in this chapter as others at a more advanced stage of clinical development are directed against viral targets.	Zanders, Edward D.; PharmaGuide Ltd, Cambridge, UK				0	4		5	0	0	JOHN WILEY & SONS LTD, THE ATRIUM, SOUTHERN GATE, CHICHESTER PO19 8SQ, WEST SUSSEX, UK	THE ATRIUM, SOUTHERN GATE, CHICHESTER PO19 8SQ, WEST SUSSEX, UK	Genetics & Heredity				978-1-118-84985-9(H); 978-1-118-84983-5(P)	Molecular Genetics (Biochemistry and Molecular Biophysics)	03502, Genetics - General; 03508, Genetics - Human	Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human]		drug targets/nuclear RNA/mitochondrial messenger RNA/long non-coding RNA	human microRNA 34a gene [Hominidae]										2020-10-14	
J	BCI:BCI201600197066		Article		Viral Soldiers		Madhusoodanan, Jyoti									Scientist (Philadelphia)		2016	JAN 2016	30	1	27-34	27	34	English											0	5		15	1	3			Science & Technology - Other Topics; Infectious Diseases; Health Care Sciences & Services; General & Internal Medicine	0890-3670	1547-0806			Methods and Techniques; Infection; Human Medicine (Medical Sciences)	12502, Pathology - General; 12512, Pathology - Therapy; 31000, Physiology and biochemistry of bacteria; 33502, Virology - General and methods; 36002, Medical and clinical microbiology - Bacteriology; 36006, Medical and clinical microbiology - Virology	Facultatively Anaerobic Gram-Negative Rods, Eubacteria, Bacteria, Microorganisms; Bacteria, Eubacteria, Microorganisms; Enterobacteriaceae [06702]; [Klebsiella pneumoniae; (pathogen)]/Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human; (adult; host; female)]/Microorganisms; Microorganisms, Viruses; Viruses [03000]; [Bacteriophage]	Klebsiella infection; bacterial disease; therapy, mortality				Bethesda; Maryland, USA, North America; Nearctic region		phage therapy; therapeutic and prophylactic techniques, clinical techniques		antibiotic resistance, viral dark matter				2020-10-14	
J	BCI:BCI201900286288		Article	Literature Review	Diel Infection of Cyanobacteria by Cyanophages		Ni, Tianchi; Zeng, Qinglu (zeng@ust.hk)									Frontiers in Marine Science		2016		2		Article No.: 123	123		English						Cyanobacteria exhibit biological rhythms as an adaptation to the daily light-dark (diel) cycle. Light is also crucial for bacteriophages (cyanophages) that infect cyanobacteria. As the first step of infection, the adsorption of some cyanophages to their host cells is light-dependent. Moreover, cyanophage replication is affected by light intensity and possibly the host cell cycle. Photosynthesis and carbon metabolism genes have been found in cyanophage genomes. With these genes, cyanophages may affect the host metabolic rhythm. Field studies suggest that cyanophage infection of cyanobacteria in aquatic environments is synchronized directly or indirectly to the light-dark cycle. These discoveries are beginning to reveal how the daily light-dark cycle shapes the interaction of cyanophages and cyanobacteria, which eventually influences matter and energy transformation in aquatic environments.	Ni, Tianchi; Zeng, Qinglu; Hong Kong Univ Sci and Technol, Div Life Sci, Hong Kong, Peoples R China				2	2		74	7	9			Infectious Diseases; Physiology		2296-7745	10.3389/fmars.2015.00123		Infection; Biosynchronization	07200, Circadian rhythms and other periodic cycles; 13002, Metabolism - General metabolism and metabolic pathways; 31000, Physiology and biochemistry of bacteria	Cyanobacteria, Oxygenic Photosynthetic Bacteria, Eubacteria, Bacteria, Microorganisms; Bacteria, Cyanobacteria, Eubacteria, Microorganisms; Chroococcales [09210]; [Synechococcus]/Oxygenic Photosynthetic Bacteria, Eubacteria, Bacteria, Microorganisms; Bacteria, Cyanobacteria, Eubacteria, Microorganisms; Cyanobacteria [09200]; [Cyanobacteria]/Facultatively Anaerobic Gram-Negative Rods, Eubacteria, Bacteria, Microorganisms; Bacteria, Eubacteria, Microorganisms; Enterobacteriaceae [06702]; [Escherichia coli; (host)]/Oxygenic Photosynthetic Bacteria, Eubacteria, Bacteria, Microorganisms; Bacteria, Eubacteria, Microorganisms; Prochlorales [09300]; [Prochlorococcus]	cyanophage infection; viral disease	carbon							metabolism, cell cycle, circadian clock, circadian rhythm, light-dark cycle, energy transformation, metabolic rhythm, photosyntesis	DOAJ Gold, Green Published			2020-10-14	
J	BCI:BCI201600108050	26585537	Article		LEAD IDENTIFICATION Shedding light on dark chemical matter		Bray, Natasha									Nature Reviews Drug Discovery		2015	DEC 2015	14	12				English										Bray, Natasha/0000-0001-5840-8007	0	8		0	1	2			Pharmacology & Pharmacy	1474-1776	1474-1784	10.1038/nrd4787		Pharmacology	12512, Pathology - Therapy; 20506, Nervous system - Pathology; 22002, Pharmacology - General	Fungi, Plantae; Fungi, Microorganisms, Nonvascular Plants, Plants; Ascomycetes [15100]; [Saccharomyces cerevisiae]/Fungi, Plantae; Fungi, Microorganisms, Nonvascular Plants, Plants; Fungi Imperfecti or Deuteromycetes [15500]; [Cryptococcus neoformans]	encephalitis; Encephalitis (MeSH); nervous system disease, viral disease/fungal meningitis; Meningitis, Fungal (MeSH); nervous system disease, fungal disease	Hem14; (protoporphyrinogen oxidase)					cell-based assay; laboratory techniques		biological activity, specific activity, submicromolar potency, dark chemical matter				2020-10-14	
J	BCI:BCI201500735208	26441861	Article	Literature Review	The human gut virome: a multifaceted majority		Ogilvie, Lesley A. (ogilvie.lesley@gmail.com) ; Jones, Brian V.									Frontiers in Microbiology		2015	SEP 11 2015	6		Article No.: 918	918		English						Here, we outline our current understanding of the human gut virome, in particular the phage component of this ecosystem, highlighting progress, and challenges in viral discovery in this arena. We reveal how developments in high-throughput sequencing technologies and associated data analysis methodologies are helping to illuminate this abundant 'biological dark matter.' Current evidence suggests that the human gut virome is a highly individual but temporally stable collective, dominated by phages exhibiting a temperate lifestyle. This viral community also appears to encode a surprisingly rich functional repertoire that confers a range of attributes to their bacterial hosts, ranging from bacterial virulence and pathogenesis to maintaining host microbiome stability and community resilience. Despite the significant advances in our understanding of the gut virome in recent years, it is clear that we remain in a period of discovery and revelation, as new methods and technologies begin to provide deeper understanding of the inherent ecological characteristics of this viral ecosystem. As our understanding increases, the nature of the multi-partite interactions occurring between host and microbiome will become clearer, helping us to more rationally define the concepts and principles that will underpin approaches to using human gut virome components for medical or biotechnological applications.	Ogilvie, Lesley A.; Alacris Theranost GmbH, Fabeckstr 60-62, D-14195 Berlin, Germany			Ogilvie, Lesley/0000-0001-9794-2915; Jones, Brian/0000-0002-1211-9186	0	82		108	85	105			Infectious Diseases; Gastroenterology & Hepatology; Genetics & Heredity; General & Internal Medicine; Health Care Sciences & Services	1664-302X	1664-302X	10.3389/fmicb.2015.00918		Infection; Gastroenterology (Human Medicine, Medical Sciences); Molecular Genetics (Biochemistry and Molecular Biophysics); Human Medicine (Medical Sciences)	03502, Genetics - General; 03508, Genetics - Human; 10062, Biochemistry studies - Nucleic acids, purines and pyrimidines; 12502, Pathology - General; 14004, Digestive system - Physiology and biochemistry; 14006, Digestive system - Pathology; 31000, Physiology and biochemistry of bacteria; 31500, Genetics of bacteria and viruses; 33502, Virology - General and methods; 36002, Medical and clinical microbiology - Bacteriology; 36006, Medical and clinical microbiology - Virology	Microorganisms; Bacteria, Eubacteria, Microorganisms; Bacteria [05000]; [bacteria; (pathogen)]/Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human; (host)]/dsDNA Viruses, Viruses, Microorganisms; Double-Stranded DNA Viruses, Microorganisms, Viruses; Myoviridae [03101]; [Myoviridae]/dsDNA Viruses, Viruses, Microorganisms; Double-Stranded DNA Viruses, Microorganisms, Viruses; Podoviridae [03103]; [Podoviridae]/dsDNA Viruses, Viruses, Microorganisms; Double-Stranded DNA Viruses, Microorganisms, Viruses; Siphoviridae [03102]; [Siphoviridae]/Microorganisms; Microorganisms, Viruses; Viruses [03000]; [RNA virus] [Bacteriophage] [DNA virus]	viral infection; Virus Diseases (MeSH); viral disease/bacterial infection; Bacterial Infections (MeSH); bacterial disease	genes/prophage	bacteria 16S rRNA gene [Bacteria]				quantitative PCR; laboratory techniques, genetic techniques/transmission electron microscopy; laboratory techniques, diagnostic techniques, imaging and microscopy techniques/Plaque-based assay; laboratory techniques	gut; digestive system	virome characteristics	DOAJ Gold, Green Published			2020-10-14	
