PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201800960237				Torque Teno Virus Associated with Endophthalmitis		Lee, Aaron; Akileswaran, Lakshmi; Tibbetts, Michael; Garg, Sunir; Van Gelder, Russell									IOVS		2013	JUN 2013	54	15	1106	1106								Purpose: To investigate the presence of viral pathogens in culture-positive and-negative infectious endophthalmitis using deep DNA sequencing techniques.Methods: In a prospective fashion, 7 fluid samples from uninflamed eyes and 21 consecutive samples from infectious endophthalmitis diagnosed by a retinal specialist were collected by vitreous or aqueous tap. Using Biome Representational in Silico Karyotyping (BRiSK), a type IIB DNA restriction enzyme (BsaX1) was used to create a representational set of 27-mer DNA tags for each sample and sequenced using a massively parallel sequencing platform. Tags that uniquely matched viral DNA were included for further analysis. Quantitative PCR was performed to verify the presence of pathogens.Results: Fifteen of the 21 endophthalmitis samples (71.4%) were positive for the Torque Teno Virus (TTV) including 7 out of 7 (100%) of culture-negative samples. In contrast, 0 out of 7 (0%) of the normal vitreous samples were positive for TTV (p = 0.001 by Fisher Exact). No other viruses were recovered in these samples, and the presence and absence of TTV were verified by PCR. A mean of 369.4 TTV tags were recovered per sample (range of 1 to 3,580 tags). Quantitative PCR showed relative multiplicity of infection compared to human genomic DNA of up to 258, suggesting a productive infection.Conclusions: BRiSK is an effective method for identifying viral presence in culture-positive and culture-negative endophthalmitis. TTV is a small non-enveloped single stranded DNA virus with a genome size of approximately 3.8 kb found frequently in the serum of normal individuals (90%) with no clear pathogenic role. TTV has been shown to modulate the immune system by increasing proinflammatory cytokine production of interferon gamma, IL-6, and IL-12 through Toll-like receptor 9. The finding of TTV in high viral load in infectious endophthalmitis samples leads to a number of possible hypotheses including: inflammation directly related to infection, TTV modulating the immune system to increase susceptibility to bacterial co-infection, a proinflammatory state causing culture negative endophthalmitis, or breakdown of the blood-retinal barrier allowing the virus to replicate in the vitreous.			Lee, Aaron/AAT-2839-2020											0146-0404	1552-5783																			
J	BCI:BCI201300520140	23705989			Molecular investigation of Torque teno sus virus in geographically distinct porcine breeding herds of Sichuan, China		Mei, Miao; Zhu, Ling (abtczl72@126.com) ; Xu, Zhiwen (abtcxzw@126.com) ; Zhao, Ling; Zhou, Yuancheng; Wu, Yunfei; Li, Song; Wei, Haoche; Guo, Wanzhu									Virology Journal		2013	MAY 24 2013	10		Article No.: 161	161								Background: Torque teno sus virus (TTSuV), infecting domestic swine and wild boar, is a non-enveloped virus with a circular, single-stranded DNA genome. which has been classified into the genera Iotatorquevirus (TTSuV1) and Kappatorquevirus (TTSuV2) of the family Anelloviridae. A molecular study was conducted to detect evidence of a phylogenic relationship between these two porcine TTSuV genogroups from the sera of 244 infected pigs located in 21 subordinate prefectures and/or cities of Sichuan.Results: Both genogroups of TTSuV were detected in pig sera collected from all 21 regions examined. Of the 244 samples, virus from either genogroup was detected in 203 (83.2%), while 44 animals (18.0%) were co-infected with viruses of both genogroups. Moreover, TTSuV2 (186/244, 76.2%) was more prevalent than TTSuV1 (61/244, 25%). There was statistically significant difference between the prevalence of genogroups 1 infection alone (9.4%, 23/244) and 2 alone (64.8%, 158/244), and between the prevalence of genogroups 2 (76.2%, 186/244) and both genogroups co-infection (18.0%, 44/244). The untranslated region of the swine TTSuV genome was found to be an adequate molecular marker of the virus for detection and surveillance. Phylogenetic analysis indicated that both genogroups 1 and 2 could be further divided into two subtypes, subtype a and b. TTSuV1 subtype b and the two TTSuV2 subtypes are more prevalent in Sichuan Province.Conclusions: Our study presents detailed geographical evidence of TTSuV infection in China.				Zhou, Yuancheng/0000-0001-5295-826X; Zhu, Ling/0000-0003-0950-5905; Xu, Zhiwen/0000-0002-9508-6593; Zhu, Ling/0000-0002-8822-5460										1743-422X		10.1186/1743-422X-10-161																		
J	BCI:BCI201300351719	23395293			Torque teno sus virus 1 and 2 distribution in tissues of porcine circovirus type 2-systemic disease affected and age-matched healthy pigs		Nieto, David; Kekarainen, Tuija; Aramouni, Mario; Segales, Joaquim (joaquim.segales@cresa.uab.cat)									Veterinary Microbiology		2013	MAY 3 2013	163	3-4	364-367	364	367							The present work was aimed to investigate the torque teno sus virus 1 and 2 (TTSuV1 and 2) loads of different tissues of pigs affected by porcine circovirus type 2 (PCV2)-systemic disease (PCV2-SD) and healthy age-matched ones. A total of 20 pigs (10 healthy and 10 diagnosed as PCV2-SD) were chosen for the study. From each pig, a total of 7 tissues were analyzed, including lung, kidney, liver, ileum, bone marrow, and mesenteric and mediastinal lymph nodes. TTSuV 1 and 2 were quantified by means of species-specific real time quantitative PCR methods. Both TTSuVs were distributed systemically. Results showed the highest loads for TTSuV2 in tissues from diseased pigs. The highest TTSuV1 DNA load was found in bone marrow, lung, and liver, while it was in bone marrow, mediastinal lymph node and liver for TTSuV2. Bone marrow was the tissue with the highest viral DNA burden for both TTSuV species. Overall, statistically significant differences were observed in viral DNA load, with TTSuV2 showing higher loads than TTSuV1 (p < 0.05). Also, tissues from PCVD-SD affected pigs showed higher TTSuV2 loads than tissues of the healthy group (p < 0.05). It was concluded that both TTSuVs had a wide tissue distribution all over the body, with differential load comparing diseased versus healthy pigs. It is likely that other tissues not included in this study would also be infected by TTSuVs. (C) 2013 Elsevier B.V. All rights reserved.			Segales, Joaquim/A-4933-2011; Kekarainen, Tuija/M-1712-2014; Segales, Joaquim/AAB-4815-2020	Segales, Joaquim/0000-0002-1539-7261; Kekarainen, Tuija/0000-0002-0392-4706; Segales, Joaquim/0000-0002-1539-7261										0378-1135	1873-2542	10.1016/j.vetmic.2013.01.005																		
J	BCI:BCI201300457956				TORQUETENOVIRUS VIREMIA KINETICS AS A NOVEL MARKER OF FUNCTIONAL IMMUNE DEFICIENCY IN SOLID ORGAN TRANSPLANTATION		Focosi, Daniele (daniele.focosi@gmail.com) ; Macera, Lisa; Santi, Melissa; Vistoli, Fabio; Boggi, Ugo; Pistello, Mauro; Scatena, Fabrizio; Maggi, Fabrizio									Tissue Antigens		2013	MAY 2013	81	5	334	334											Santi, Melissa/AAJ-3439-2020; maggi, fabrizio/L-2974-2013; Vistoli, Fabio/F-3648-2012	Vistoli, Fabio/0000-0003-2115-4191										0001-2815	1399-0039																			
J	BCI:BCI201300378751				No evidence for viral DNA in whole genome sequence of cutaneous squamous cell carcinoma		Dimon, M.; Wood, H. M.; Rabbitts, Pamela H.; Liao, W.; Cho, R. J.; Arron, S. T.									Journal of Investigative Dermatology		2013	MAY 2013	133	Suppl. 1	S205	S205																						0022-202X	1523-1747																			
J	BCI:BCI201300414860	23613733			Identification of Hepatotropic Viruses from Plasma Using Deep Sequencing: A Next Generation Diagnostic Tool		Law, John; Jovel, Juan; Patterson, Jordan; Ford, Glenn; O'keefe, Sandra; Wang, Weiwei; Meng, Bo; Song, Deyong; Zhang, Yong; Tian, Zhijian; Wasilenko, Shawn T.; Rahbari, Mandana; Mitchell, Troy; Jordan, Tracy; Carpenter, Eric; Mason, Andrew L. (andrew.mason@ualberta.ca) ; Wong, Gane Ka-Shu (gane@ualberta.ca)									PLoS One		2013	APR 17 2013	8	4	Article No.: e60595	e60595								We conducted an unbiased metagenomics survey using plasma from patients with chronic hepatitis B, chronic hepatitis C, autoimmune hepatitis (AIH), non-alcoholic steatohepatitis (NASH), and patients without liver disease (control). RNA and DNA libraries were sequenced from plasma filtrates enriched in viral particles to catalog virus populations. Hepatitis viruses were readily detected at high coverage in patients with chronic viral hepatitis B and C, but only a limited number of sequences resembling other viruses were found. The exception was a library from a patient diagnosed with hepatitis C virus (HCV) infection that contained multiple sequences matching GB virus C (GBV-C). Abundant GBV-C reads were also found in plasma from patients with AIH, whereas Torque teno virus (TTV) was found at high frequency in samples from patients with AIH and NASH. After taxonomic classification of sequences by BLASTn, a substantial fraction in each library, ranging from 35% to 76%, remained unclassified. These unknown sequences were assembled into scaffolds along with virus, phage and endogenous retrovirus sequences and then analyzed by BLASTx against the non-redundant protein database. Nearly the full genome of a heretofore-unknown circovirus was assembled and many scaffolds that encoded proteins with similarity to plant, insect and mammalian viruses. The presence of this novel circovirus was confirmed by PCR. BLASTx also identified many polypeptides resembling nucleo-cytoplasmic large DNA viruses (NCLDV) proteins. We re-evaluated these alignments with a profile hidden Markov method, HHblits, and observed inconsistencies in the target proteins reported by the different algorithms. This suggests that sequence alignments are insufficient to identify NCLDV proteins, especially when these alignments are only to small portions of the target protein. Nevertheless, we have now established a reliable protocol for the identification of viruses in plasma that can also be adapted to other patient samples such as urine, bile, saliva and other body fluids.			WONG, Gane Ka-Shu/G-5784-2013; Mason, Andrew/D-2938-2013	WONG, Gane Ka-Shu/0000-0001-6108-5560; Mason, Andrew/0000-0002-0470-9522										1932-6203	1932-6203	10.1371/journal.pone.0060595																		
J	BCI:BCI201300431533	24082397			Snatch-farrowed, porcine-colostrum-deprived (SF-pCD) pigs as a model for swine infectious disease research		Huang, Yanyun (yanyun.huang@usask.ca) ; Haines, Deborah M.; Harding, John C. S.									Canadian Journal of Veterinary Research		2013	APR 2013	77	2	81-88	81	88							The current study tested the benefit of commercially available spray-dried bovine colostrum (The Saskatoon Colostrum Company, Saskatoon, Saskatchewan) in raising snatch-farrowed, porcine-colostrum-deprived (SF-pCD) pigs. In experiment 1, 12 SF-pCD pigs received a liquid diet composed mainly of bovine colostrum from birth to day 10; 6 remained on the same liquid diet (COL), and the other 6 were fed a diet composed mainly of milk replacer (RPL) until weaning. In experiment 2, 12 SF-pCD pigs were fed mainly bovine colostrum before weaning; after weaning, 6 were fed a starter diet containing 20% (w/w) bovine colostrum powder (STARTER-COL), and the other 6 were fed a starter diet without any bovine colostrum (STARTER-CTRL) until termination (day 42 or day 49). In experiment 1 the COL pigs had significantly fewer fever-days than did the RPL pigs. In experiment 2 diarrhea, typhlocolitis, and pancreatic degeneration developed in 4 of the STARTER-COL pigs after weaning. In both experiments all the pigs fed mainly bovine colostrum before weaning survived until termination. All pigs tested free of swine influenza virus H1N1 and H3N2, Porcine reproductive and respiratory syndrome virus, and Porcine parvovirus. In experiment 2 all the pigs tested free of Porcine circovirus type 2 (PCV2), but some in both groups tested positive for Torque teno virus genogroups 1 and 2. In conclusion, with the use of snatch-farrowing and bovine colostrum, pigs can be raised in the absence of porcine maternal antibodies with 100% survival and freedom from most porcine pathogens of biologic relevance. This model is potentially suitable for animal disease research.														0830-9000	0830-9000																			
J	BCI:BCI201300263840	23031343			Exploratory study of Torque teno sus viruses in pulmonary inflammatory lesions in pigs		Aramouni, M. (mario.aramouni@cresa.uab.cat) ; Martinez, J.; Nieto, D.; Kekarainen, T.; Segales, J. (joaquim.segales@cresa.uab.es)									Veterinary Microbiology		2013	MAR 23 2013	162	2-4	338-344	338	344							The pathogenic role of Torque teno sus viruses 1 (TTSuV1) and 2 (TTSuV2), and their capacity to induce lesions are controversial. TTSuVs have been linked to porcine circovirus diseases (PCVDs) and described as cause of mild respiratory lesions in gnotobiotic pigs; moreover, an increased TTSuV prevalence has been found in porcine respiratory disease complex (PRDC) affected pigs. In the present study, TTSuV1 and TTSuV2 loads and their prevalence were evaluated in formalin-fixed, paraffin-embedded (FFPE) lung samples displaying different types of inflammatory lesions. Such measurements were made by means of a real time quantitative PCR technique to detect these viruses. The technique was optimised for its use on FFPE tissues comparing results with frozen lung tissues. Selection criteria included negativity against porcine circovirus type 2 (PCV2), porcine reproductive and respiratory syndrome virus (PRRSV), Aujeszky's disease virus (ADV) and swine influenza virus (Sly). Results from the present study demonstrated that both TTSuVs were present in lung. However, TTSuV2 had higher viral load and prevalence in all the studied groups when compared to TTSuV1. TTSuV2 mean load was also higher in lungs with viral background (interstitial pneumonia and broncho-interstitial pneumonia) when compared to normal lungs or to those with bacterial background (catarrhal-purulent bronchopneumonia, fibrinous pleuritis and fibrinous-necrotizing pleuropneumonia). This result suggests a possible role of TTSuV2 in the pathogenic mechanism of inflammatory lesions of lungs compatible with viral infection. (C) 2012 Elsevier B.V. All rights reserved.			MARTINEZ, JORGE/C-7084-2008; Segales, Joaquim/A-4933-2011; Kekarainen, Tuija/M-1712-2014; Segales, Joaquim/AAB-4815-2020	MARTINEZ, JORGE/0000-0001-5246-7276; Segales, Joaquim/0000-0002-1539-7261; Kekarainen, Tuija/0000-0002-0392-4706; Segales, Joaquim/0000-0002-1539-7261										0378-1135	1873-2542	10.1016/j.vetmic.2012.09.011																		
J	BCI:BCI201300293661	23412718			Presence of Torque Teno Virus (TTV) in Tap Water in Public Schools from Southern Brazil		Vecchia, Andreia Dalla; Kluge, Mariana; dos Santos da Silva, Joseane V.; Comerlato, Juliana; Rodrigues, Manoela T.; Fleck, Juliane D.; da Luz, Roger B.; Teixeira, Thais F.; Roehe, Paulo M.; Capalonga, Roberta; Oliveira, Ana Beatriz; Spilki, Fernando R. (fernandors@feevale.br)									Food and Environmental Virology		2013	MAR 2013	5	1	41-45	41	45							Torque teno virus (TTV) was surveyed in tap water collected in schools from three municipalities located in the south of Brazil. TTV genomes were found in 11.7 % (4/34) of the samples. TTV DNA was detected in 10.5 % (2/19) of the samples collected at the city of Caxias do Sul and in 25 % (2/8) of the samples from Pelotas. Those cities have a low rate of sewage treatment. All samples from Santa Cruz do Sul, which has nearly 92 % of its sewage treated, were negative. These results suggest that the amount of sewage treated may have an effect on the detection rates of TTV DNA in drinking water in a given urban area, showing a mild negative correlation (r = -0.76), when comparing the percentage of sewage treatment to the detection of TTV genomes. The detection rate of TTV was also compared with Escherichia coli, showing a strong correlation (r = 0.97), indicating that TTV may be a suitable marker of fecal contamination.			de Oliveira, Ana Beatriz Almeida/V-3804-2019; Fleck, Juliane Deise/AAX-3826-2020; ROEHE, PAULO MICHEL/K-1208-2012; Spilki, Fernando/E-3736-2010	de Oliveira, Ana Beatriz Almeida/0000-0003-3509-2534; Fleck, Juliane Deise/0000-0002-3523-3192; ROEHE, PAULO MICHEL/0000-0002-2370-7661; Spilki, Fernando/0000-0001-5804-7045										1867-0334	1867-0342	10.1007/s12560-012-9096-7																		
J	BCI:BCI201300288883	23274109			Increased viral load and prevalence of Torque teno sus virus 2 (TTSuV2) in pigs experimentally infected with classical swine fever virus (CSFV)		Aramouni, M.; Kekarainen, T.; Ganges, L.; Tarradas, J.; Segales, J. (joaquim.segales@cresa.uab.cat)									Virus Research		2013	MAR 2013	172	1-2	81-84	81	84							Torque teno sus viruses (TTSuVs) are considered non-pathogenic viruses, although lately they have been linked to porcine circovirus diseases, mainly with post weaning multisystemic wasting syndrome (PMWS). These associations point out a possible pathogenic role of TTSuVs or, alternatively, that TTSuV replication is up-regulated under disease conditions. In order to further explore the association of TTSuVs with disease occurrence, TTSuVs prevalence and viral load were assessed before and after an experimental infection with a highly pathogenic classical swine fever (CSF) virus (CSFV) isolate. Serum samples from 56 animals were analyzed by means of a real time quantitative PCR (qPCR) for TTSuV1 and TTSuV2 before and after (between 6 and 13 days post-inoculation) the CSFV challenge. Based on the post-infection clinical evolution and immune response against CSFV, the animals were divided into two groups: group I, with protecting immunity against CSFV and no clinical signs at the day of necropsy, and group II, with no detectable immune response against CSFV and moderate to severe clinical signs. TTSuVs qPCR results indicated that TTSuV2 and not TTSuV1 load in serum increased significantly after challenge with CSFV in the group of pigs with clinical signs, specifically in those with a moderate course of the disease. Therefore, this study emphasizes the different behaviour of both TTSuVs, as already found in the PMWS background, and further supports the association of TTSuV2 with disease occurrence. (c) 2012 Elsevier B.V. All rights reserved.			Segales, Joaquim/AAB-4815-2020; Tarradas, Joan/M-6443-2015; Ganges, Llilianne/O-7342-2017; Kekarainen, Tuija/M-1712-2014; Segales, Joaquim/A-4933-2011	Segales, Joaquim/0000-0002-1539-7261; Tarradas, Joan/0000-0001-9679-6661; Ganges, Llilianne/0000-0002-8644-3560; Kekarainen, Tuija/0000-0002-0392-4706; Segales, Joaquim/0000-0002-1539-7261										0168-1702	1872-7492	10.1016/j.virusres.2012.12.010																		
J	BCI:BCI201400080642	23627112			Metagenomics-based detection of swine viruses		Han, Wen (wencai911@163.com) ; Luo, Yuzi; Zhao, Bibo; Sun, Yuan; Li, Su; Qiu, Huaji (huajiqiu@hvri.ac.cn)									Weishengwu Xuebao		2013	FEB 4 2013	53	2	197-203	197	203							Extreme varieties of viruses exist in the environment and animals, some of which are unknown. However, many unknown viruses are barely detected by means of conventional virus isolation and PCR assay. [Objective] To develop a technology platform for detecting unknown viruses. [Methods] We established the technology based on viral metagenomics in combination with novel molecular diagnostics. The technology is consisted of removal of host nucleic acid, random PCR amplification, large-scale sequencing, and bioinformatics. [Results] The technology was applied to detect classical swine fever virus (CSFV)-infected cells and a tissue sample of a pig infected with porcine circovirus type 2 (PCV2). We amplified 13. 7% sequences of CSFV genome and 47. 2% those of PCV2 genome, respectively. Moreover, we amplified 16. 4% sequences of the simian parainfluenza virus type 5 genome from an unknown virus cell culture using the developed method. In addition, using the developed method combined with the high-throughput sequencing, we detected 1. 1% virus sequences, including CSFV, PCV2, torque teno sus virus (TTSuV), porcine bocavirus (PBoV) and human adenovirus type 6 (Ad6) from 7 clinical swine samples of unknown causative agents. [Conclusion] The developed metagenomics-based method showed good sensitivity for detection of both DNA and RNA viruses from diverse swine samples, and has potential for universal detection of known and unknown viruses. It might facilitate the diagnosis of emerging viral diseases.														0001-6209																				
J	BCI:BCI201300282627	23114629			Antigenic diversity and seroprevalences of Torque teno viruses in children and adults by ORF2-based immunoassays		Chen, Tingting; Vaisanen, Elina; Mattila, Petri S.; Hedman, Klaus; Soderlund-Venermo, Maria (maria.soderlund-venermo@helsinki.fi)									Journal of General Virology		2013	FEB 2013	94	Part 2	409-417	409	417							Torque teno viruses (TTVs) circulate widely among humans, causing persistent viraemia in healthy individuals. Numerous TTV isolates with high genetic variability have been identified and segregated into 29 species of five major phylogenetic groups. To date, the diversity of TTV sequences, challenges in protein expression and the subsequent lack of serological assays have hampered TTV seroprevalence studies. Moreover, the antigenic relationships of different TTVs and their specific seroprevalences in humans remain unknown. For five TTV strains belonging to different species of four genogroups - we developed, using recombinant glutathione S-transferase (GST)-fused TTV ORF2 proteins, glutathione GST capture enzyme immunoassays (EIAs) detecting antibodies towards conformational epitopes. We then analysed serum samples from 178 healthy adults and 108 children; IgG reactivities were observed either towards a single strain or towards multiple strains, which pointed to antigenic distinction of TTV species. The overall seroprevalence for the five TTVs peaked at 43% (18 of 42) in children 2-4 years of age, subsequently declined, and again reached 42 % (74 of 178) among adults. TTV6 species-specific IgG predominated in children, whereas that for TTV13 predominated in adults. During a 3 year follow-up of the same children, both species-specific seroconversions and seroreversions occurred. This is the first EIA-based study of different TTVs, providing a new approach for seroepidemiology and diagnosis of TTV infections. Our data suggest that different TTVs in humans may differ in antiviral antibody profiles, infection patterns and epidemiology.			Soderlund-Venermo, Maria/AAX-2112-2020; Chen, Tingting/I-8274-2019	Chen, Tingting/0000-0002-2227-3208; Hedman, Klaus/0000-0003-1779-7960; Mattila, Petri/0000-0003-1911-1811										0022-1317	1465-2099	10.1099/vir.0.046862-0																		
J	BCI:BCI201300241183				Important infectious diarrheal diseases of swine during the finishing phase: New data	Wazne zakazne choroby biegunkowe swin okresu tuczu z uwzglednieniem nowych danych	Truszczynski, Marian (mtruszcz@piwet.pulawy.pl) ; Pejsak, Zygmunt									Medycyna Weterynaryjna		2013	FEB 2013	69	2	67-71	67	71							This paper presents information on swine dysentery and swine proliferative enteropathy. The role of porcine Torque teno virus (TTSuV) and porcine astrovirus (PAstV) in the etiology of grow-finish pigs is also mentioned. The review is based on the presentations from the 22nd International Pig Veterinary Society Congress, which took place in June 2012 in South Korea. The etiological significance of Brachyspira species was characterized: Brachyspira (B.) hyodysenteriae is a major pathogen in swine dysentery, B. pilosicoli and B. intermedia cause milder colitis, whereas B. murdochii and B. innocens are not pathogenic. For the identification of the species of the genus Brachyspira, several PCR-based assays were proposed, as well as a test involving the amplification of a highly variable region of the Brachyspira NADH Oxidase (nox) gene with PCR and then sequencing this PCR product for species identification. The results of these tests suggest that a potentially virulent new species of Brachyspira has been discovered, circulating among swine herds in North America. In relation to proliferative enteropathy, also a disease of the finishers, new laboratory diagnostic tests were presented and evaluated. Fecal PCR analysis, however, was not sufficiently sensitive for the diagnosis of all infections. Serological diagnostic methods were mentioned and evaluated, particularly for monitoring subclinically affected herds. Necropsy followed by the specific identification of L. intracellularis in the lessons by immunohistochemistry is the gold standard for a definitive diagnosis of proliferative enteropathy. According to the papers on porcine astrovirus (PoAstV) and Torque teno sus virus (TTsUV), these viruses have a high prevalence in fecal samples from pigs with clinical diarrhea. Further research is necessary, however, for any definite conclusions on their role in causing diarrhea in pigs.														0025-8628	0025-8628																			
J	BCI:BCI201300590760	23689906			Torque Teno Mini Virus Infection in Chronic Cervicitis and Cervical Tumors in Isfahan, Iran		Changani, Leila; Bouzari, Majid (bouzari@sci.ui.ac.ir) ; Talebi, Ardeshir									Intervirology		2013		56	4	265-270	265	270							Objectives: Torque teno mini virus (TTMV) is classified as the Betatorquevirus genus of Anelloviridoe. Little is known about the prevalence of TTMV in humans. Worldwide, cervical cancer is the second most common cancer affecting women. This study aimed to estimate the TTMV infection frequency in cervicitis cases and cervical tumors including intraepithelial neoplasia (CIN), squamous cell carcinoma (SCC) and adenocarcinoma, and the possible role of this virus in the etiology of them in an Isfahan population. Methods: 79 cervicitis cases and 42 tumors were collected from histopathological files of Al-Zahra Hospital in Isfahan, Iran. DNA was extracted and subjected to nested polymerase chain reaction. Results: Totally 62% of the tested samples were positive for TTMV. It was positive in 52.4% of adenocarcinoma, 68.4% of CIN and 100% SCC cases. In cervicitis, 48% of the cases were positive. In the phylogenetic construct two of the cervical tumor isolates and two of the cervicitis isolates were placed in the same cluster with already reported isolates from Japan (EF538880 and AB041962). Also, three of the cervical tumors isolated (JQ734980, JQ734981 and JQ734982) were placed in another cluster. Conclusion: The presence of the virus in cervical tissues suggests possible sexual transmission of the virus. Copyright (C) 2013 S. Karger AG, Basel			talebi, ardeshir/G-9189-2016	talebi, ardeshir/0000-0001-7313-5086										0300-5526	1423-0100	10.1159/000348514																		
J	BCI:BCI201300566154	23922546			Emerging Infectious Threats to the Blood Supply: Seroepidemiological Studies in Iran - a Review		Karimi, Gharib; Gharehbaghian, Ahmad (Gharehbaghian@ibto.ir) ; Tafti, Mohammad Fallah; Vafaiyan, Vida									Transfusion Medicine and Hemotherapy		2013		40	3	210-217	210	217							The risk of transfusion-transmitted infections has been greatly reduced by improvements in donor screening and testing. However, newly recognized blood-borne infectious agents can be threats to blood safety. In order to evaluate the prevalence some of these agents in blood donors, a systematic review was conducted. Data were obtained from published papers related to HGV, Torque Teno virus (TTV), HTLV, West Nile virus (WNV) and SEN virus (SEN-V). Based on these studies, the prevalence of HGV varied from 1 to 8.6% for anti-E2 and from 0 to 4.8% for HGV RNA. The prevalence of TTV DNA and HTLV-I varied from 2.7 to 79.5% and from 0.013 to 2.3%, respectively. The WNV-specific IgM antibody and WNV RNA are negative in blood donors. Prevalence rates of SEN-V in Iranian blood donors range from 23 to 90.8%. Consequences of these infectious agents for blood safety are different. Thus, the need to perform laboratory screening as well as effectiveness and efficiency of laboratory tests depend on pathogenicity level and epidemiological conditions of emerging infections. However, being prepared based on the current level of risk and interventions to reduce the risk can be effective in reducing the potential threat for blood supply.			Gharehbaghian, Ahmad/ABA-5947-2020; karimi, gharib/G-8743-2016	Karimi, Gharib/0000-0001-7908-1541										1660-3796	1660-3818	10.1159/000351540																		
J	BCI:BCI201300315710				Potential implication of genetic polymorphisms and Torque teno virus in sporadic breast cancer		Cimponeriu, Danut (dancimponeriu@yahoo.com) ; Ion, Daniela Adriana; Spandole, Sonia; Apostol, Pompilia; Toma, Mihai; Radu, Irina; Panduru, Nicolae; Belc, Nastasia; Berca, Lavinia-Mariana; Adascalului, Marian; Niculae, Oana-Mihaela; Burcos, Traean; Popa, Emil; Popa, Ileana; Stanilescu, Sorin; Belusica, Laurentiu; Cristian, Serafinceanu									Romanian Biotechnological Letters		2013	JAN-FEB 2013	18	1	7889-7896	7889	7896							The complex genetic susceptibility for breast cancer includes highly penetrating and low-penetrating genetic markers. eNOS (7q36), ACE (17q23) and AGTR1 (3q24) are candidate loci for breast cancer.The aim of this study was to test the potential association of eNOS 4ab, ACE ID, AGTR1 A1166T polymorphisms and Torque teno virus (TTV) infections with sporadic breast cancer in Romania.For this case-control study were selected women with sporadic breast cancer (n=100) and healthy women (n=100). The eNOS 4ab, ACE ID, AGTR1 A1166T polymorphisms and presence of TTV DNA were assessed by PCR-based protocols.The polymorphisms' distribution was in accordance with Hardy-Weinberg equilibrium. No significant association with breast cancer was found for investigated polymorphisms considered individually or in combinations of two or three markers (p>0.05). TTV infections were more frequent in cancer patients than in control (84% vs. 60%, p=0.00016). A preferential distribution of TTV in patients with sporadic breast cancer, especially in those carrying eNOS bb genotype (OR=4.88, 95% CI: 2.0111.9, p=0.00025) or ACE I variant (OR=4.07, 95% CI: 1.85- 8.97, p=0.0003), was observed.This study revealed a preferential distribution of TTV infections in women with sporadic breast cancer, carriers of eNOS bb genotype or ACE I variant.			Spandole-Dinu, Sonia/F-9946-2013; Cimponeriu, Danut Gheorghe/C-2378-2019	Spandole-Dinu, Sonia/0000-0002-7370-1911;										1224-5984																				
J	BCI:BCI201300216756	23021386			Performance of two swine manure treatment systems on chemical composition and on the reduction of pathogens		Viancelli, A.; Kunz, A. (airton.kunz@embrapa.br) ; Steinmetz, R. L. R.; Kich, J. D.; Souza, C. K.; Canal, C. W.; Coldebella, A.; Esteves, P. A.; Barardi, C. R. M.									Chemosphere		2013	JAN 2013	90	4	1539-1544	1539	1544							Swine effluents must be correctly handled to avoid negative environmental impacts. In this study, the profiles of two swine manure treatment systems were evaluated: a solid-liquid separation step, followed by an anaerobic reactor, and an aerobic step (System 1); and a biodigester followed by serial lagoons (System 2). Both systems were described by the assessment of chemical, bacterial and viral parameters. The results showed that in System 1, there was reduction of chemicals (COD, phosphorus, total Kjeldhal nitrogen - TKN - and NH3), total coliforms and Escherichia colt; however, the same reduction was not observed for Salmonella sp. Viral particles were significantly reduced but not totally eliminated from the effluent. In System 2, there was a reduction of chemicals, bacteria and viruses with no detection of Salmonella sp., circovirus, parvovirus, and torque teno virus in the effluent. The chemical results indicate that the treated effluent can be reused for cleaning swine facilities. However, the microbiological results show a need of additional treatment to achieve a complete inactivation for cases when direct contact with animals is required. (C) 2012 Elsevier Ltd. All rights reserved.			Coldebella, Arlei/A-4488-2013; Esteves, Paulo/D-1339-2014; Barardi, Celia/F-9865-2012; Canal, Claudio W./J-7253-2012	Coldebella, Arlei/0000-0003-1979-6021; Canal, Claudio W./0000-0002-0621-243X; Deon Kich, Jalusa/0000-0003-4006-4765; Viancelli, Aline/0000-0003-1654-6510										0045-6535	1879-1298	10.1016/j.chemosphere.2012.08.055																		
